id,name,order_id
2032,Cytheroidea incertae sedis,550
2033,Cytheromatidae,550
2034,Cytheruridae,550
2035,Cytididae,203
2036,Cytocystidae,597
2037,Cytocystididae,597
2038,Cytoridae,59
2039,Cyttidae,758
2040,Cyzicidae,659
2041,Dacryopilumnidae,216
2042,Dactylidae,456
2043,Dactylocalycidae,333
2044,Dactylogyridae,215
2045,Dactylopodellidae,400
2046,Dactylopodidae,468
2047,Dactylopodolidae,400
2048,Dactylopteridae,626
2049,Dactylopusiidae,320
2050,Dactyloscopidae,507
2051,Daedalopeltidae,710
2052,Dairellidae,23
2053,Dairidae,216
2054,Dairodidae,216
2055,Dairoididae,216
2056,Dairoididae,216
2057,Dajidae,354
2058,Dakuidae,7
2059,Dalatiidae,671
2060,Daldorfiidae,216
2061,Dallicordiidae,216
2062,Dallinidae,706
2063,Dalmatosomatidae,155
2064,Dalodesmidae,555
2065,Dalodesmidea incertae sedis,555
2066,Dalyelliidae,597
2067,Damilinidae,597
2068,Daniconematidae,596
2069,Danielsseniidae,320
2070,Daonellidae,492
2071,Daphniidae,32
2072,Darcythompsoniidae,320
2073,Darwinellidae,218
2074,Darwinulidae,550
2075,Dasyatidae,438
2076,Dasydytidae,140
2077,Dasygorgidae,16
2078,Dasyrhynchidae,743
2079,Datnioididae,507
2080,Daubayliidae,596
2081,Davaineidae,198
2082,Davisianidae,629
2083,Dawsonellidae,196
2084,Decaporodesmidae,555
2085,Deckeniidae,216
2086,Deeveyidae,314
2087,Deianiridae,196
2088,Deimatidae,695
2089,Deiopeidae,391
2090,Delatorreiidae,354
2091,Delphacidae,322
2092,Delphinapteridae,137
2093,Delphinapteridae,137
2094,Delphinidae,137
2095,Delphinoidae,137
2096,Delphinorhynchidae,137
2097,Delphinulidae,740
2098,Delphinulopsidae,196
2099,Delphinusideae,137
2100,Deltocyathidae,622
2101,Deltopectinidae,501
2102,Dendoricellidae,552
2103,Dendrasteridae,164
2104,Dendrobrachiidae,16
2105,Dendrochirotida incertae sedis,220
2106,Dendrocoelidae,737
2107,Dendrodorididae,468
2108,Dendrogastridae,221
2109,Dendronemidae,35
2110,Dendronotidae,468
2111,Dendrophyllidae,622
2112,Dendrophylliidae,622
2113,Dendropupidae,690
2114,Dendrotiidae,354
2115,Dendrotionidae,354
2116,Dendyidae,161
2117,Densiporidae,203
2118,Dentaliidae,223
2119,Dentatherinidae,81
2120,Denticipitidae,163
2121,Deoterthridae,163
2122,Depastridae,674
2123,Depressizonidae,370
2124,Derichthyidae,28
2125,Derichtyidae,28
2126,Derjugianidae,23
2127,Dermatobranchidae,468
2128,Dermatomyidae,468
2129,Dermochelyidae,707
2130,Derocheilocarididae,443
2131,Derogenidae,530
2132,Deropristidae,530
2133,Deropristiidae,530
2134,Desertellidae,738
2135,Desidae,51
2136,Desmacellidae,225
2137,Desmacididae,552
2138,Desmacidonidae,552
2139,Desmacystidae,145
2140,Desmanthidae,104
2141,Desmidocercidae,596
2142,Desmocarididae,216
2143,Desmodoridae,227
2144,Desmonidae,555
2145,Desmopteridae,586
2146,Desmoscolecidae,229
2147,Desmosomatidae,354
2148,Desmoteuthidae,472
2149,Desmoxyidae,552
2150,Desorellidae,552
2151,Despoenidae,196
2152,Detonidae,354
2153,Devilleidae,555
2154,Dexaminidae,23
2155,Dhondtiscidae,145
2156,Diadematidae,230
2157,Diadumenidae,8
2158,Diaixidae,107
2159,Dialidae,107
2160,Dianulitidae,732
2161,Diaperoeciidae,203
2162,Diaphanidae,130
2163,Diaphanocephalidae,596
2164,Diapheridae,690
2165,Diapleuridae,397
2166,Diapriidae,346
2167,Diaptomidae,107
2168,Diascorhynchidae,597
2169,Diaspididae,322
2170,Diastomatidae,322
2171,Diastoporidae,203
2172,Diastylidae,193
2173,Diaululidae,468
2174,Diazonidae,42
2175,Diceratidae,335
2176,Diceratiidae,392
2177,Diceratocephalidae,597
2178,Dicerocardiidae,407
2179,Dichaeturidae,140
2180,Dichelesthiidae,645
2181,Dichelinidae,645
2182,Dichistiidae,507
2183,Dichograptidae,300
2184,Diclidophoridae,406
2185,Diclybothriidae,231
2186,Dicorynidae,35
2187,Dicranograptidae,300
2188,Dicranophoridae,546
2189,Dicristidae,59
2190,Dicrocoeliidae,530
2191,Dicroglossidae,39
2192,Dicrolomatidae,390
2193,Dicteroidae,554
2194,Dictynidae,51
2195,Dictyodendrillidae,218
2196,Dictyonellidae,104
2197,Dictysarcidae,530
2198,Dicyemidae,530
2199,Didangiidae,554
2200,Didemnidae,42
2201,Didymocheliidae,23
2202,Didymoclinidae,530
2203,Didymodiclinidae,530
2204,Didymosellidae,145
2205,Didymozoidae,530
2206,Diedroporidae,145
2207,Dignathodontidae,291
2208,Digonopylidae,737
2209,Dikwidae,23
2210,Dilatilabridae,390
2211,Dilepididae,198
2212,Dimarcusidae,737
2213,Dimeatidae,517
2214,Dimerogonidae,666
2215,Dimyidae,501
2216,Dinolestidae,507
2217,Dinonemertidae,562
2218,Dinopercidae,507
2219,Dinophilidae,507
2220,Dinopontiidae,645
2221,Dinuridae,530
2222,Dioctophymatidae,234
2223,Dioctophymidae,234
2224,Diodontidae,712
2225,Dioecotaeniidae,713
2226,Diogenidae,216
2227,Diomedeidae,572
2228,Dionchidae,118
2229,Diopisthoporidae,7
2230,Diosaccidae,320
2231,Diozoptyxidae,320
2232,Dipetalonematidae,596
2233,Diphtherophoridae,739
2234,Diphyidae,643
2235,Diphyllidiidae,468
2236,Diphyllobothriidae,236
2237,Diplangidae,530
2238,Diplectanidae,215
2239,Dipleurosomatidae,377
2240,Dipleurosomidae,377
2241,Diploastreidae,622
2242,Diplocidaridae,159
2243,Diploclemidae,203
2244,Diplodiscidae,530
2245,Diplodontidae,752
2246,Diplogasteridae,596
2247,Diplogasteroididae,596
2248,Diplogastridae,596
2249,Diplograptidae,300
2250,Diplomaragnidae,155
2251,Diplommatinidae,59
2252,Diplomystidae,637
2253,Diplopauropodidae,711
2254,Diplopeltidae,50
2255,Diplopeltoididae,538
2256,Diplopharyngeatidae,554
2257,Diplopodiidae,527
2258,Diploposthidae,198
2259,Diploscapteridae,596
2260,Diplosentidae,249
2261,Diplosoleniidae,554
2262,Diplostomidae,238
2263,Diplotriaenidae,596
2264,Diplotrypidae,732
2265,Diplozoidae,406
2266,Dipnelicidae,690
2267,Diporodrilidae,319
2268,Diposthidae,554
2269,Dipteropeltidae,63
2270,Diretmidae,94
2271,Dirivultidae,645
2272,Dironidae,468
2273,Disasteridae,468
2274,Discalidae,35
2275,Disciadidae,216
2276,Discidae,690
2277,Discinidae,384
2278,Discocelidae,554
2279,Discocelididae,554
2280,Discocotylidae,406
2281,Discodorididae,468
2282,Discogasteroididae,530
2283,Discohelicidae,530
2284,Discoidae,107
2285,Discoididae,338
2286,Discopodidae,67
2287,Discoprosthididae,554
2288,Discosomatidae,176
2289,Discosomidae,176
2290,Disculicepitidae,127
2291,Disomidae,662
2292,Disporellidae,203
2293,Dissonidae,645
2294,Dissonidae,645
2295,Dissotrematidae,530
2296,Distichodontidae,142
2297,Distorsioninae,390
2298,Ditrachybothridiidae,235
2299,Ditremageniidae,554
2300,Dittoporidae,732
2301,Diurodrilidae,732
2302,Dixidae,239
2303,Djeddeidae,380
2304,Doderiidae,292
2305,Dogielinotidae,23
2306,Dolabriferidae,43
2307,Dolborellidae,43
2308,Dolichodoridae,596
2309,Dolichomacrostomidae,242
2310,Dolichopodidae,239
2311,Doliidae,390
2312,Doliolidae,243
2313,Doliolunidae,243
2314,Doliopsidae,243
2315,Doliopsoididae,243
2316,Dolomitellidae,243
2317,Dolponellidae,501
2318,Domeciidae,216
2319,Donacidae,120
2320,Donaldinidae,120
2321,Donatiidae,708
2322,Dondersiidae,708
2323,Doradidae,637
2324,Doratodesmidae,555
2325,Dorcasiidae,690
2326,Dorididae,468
2327,Doridiidae,130
2328,Doridoeididae,468
2329,Doridomorphidae,468
2330,Doridopsidae,468
2331,Doridoxidae,468
2332,Dorippidae,216
2333,Dorsoporidae,555
2334,Dorvilleidae,268
2335,Dorydrilidae,319
2336,Dorylaimidae,244
2337,Dorypetalidae,109
2338,Doryphallophoridae,109
2339,Doryporellidae,145
2340,Dotidae,468
2341,Dotillidae,216
2342,Dotoidae,468
2343,Dracoderidae,201
2344,Draconematidae,227
2345,Draconettidae,507
2346,Dracunculidae,596
2347,Draparnaudiidae,690
2348,Dreissenidae,437
2349,Drepaneidae,507
2350,Drepanellidae,507
2351,Drepanidae,507
2352,Drepanobandidae,562
2353,Drepanogigantidae,562
2354,Drepanomeniidae,562
2355,Drepanophorellidae,562
2356,Drepanophoridae,562
2357,Drepanophoringiidae,562
2358,Drilliidae,456
2359,Drilonematidae,596
2360,Dromadidae,143
2361,Dromiidae,216
2362,Drosophilidae,239
2363,Drymonematidae,632
2364,Dryodoridae,204
2365,Dryomyzidae,239
2366,Dryopidae,167
2367,Dualinidae,209
2368,Dubioniscidae,354
2369,Dugesiidae,737
2370,Dugongidae,647
2371,Dulichiidae,23
2372,Dumontiidae,32
2373,Dupliciporiidae,530
2374,Duplorbidae,603
2375,Dussartiellidae,23
2376,Dussumieriidae,163
2377,Duvauceliidae,468
2378,Duvergieriidae,145
2379,Dyakiidae,690
2380,Dynomenidae,216
2381,Dyscoliidae,706
2382,Dyscolioidea incertae sedis,706
2383,Dyscritellidae,732
2384,Dysderidae,51
2385,Dysideidae,232
2386,Dysnoetoporidae,145
2387,Dysommidae,28
2388,Dytiscidae,167
2389,Eatoniellidae,390
2390,Eatoninidae,390
2391,Ebalidae,390
2392,Ecbathyriontidae,645
2393,Echeneibothriidae,600
2394,Echeneidae,507
2395,Echinarachniidae,164
2396,Echinasteridae,661
2397,Echinichidae,690
2398,Echinidae,110
2399,Echiniscidae,245
2400,Echiniscoididae,245
2401,Echinobothriidae,235
2402,Echinocardiidae,651
2403,Echinocarididae,57
2404,Echinocaridina incertae sedis,57
2405,Echinochasmidae,530
2406,Echinochilidae,468
2407,Echinocorythidae,336
2408,Echinocyamidae,164
2409,Echinocystitidae,164
2410,Echinoderidae,201
2411,Echinofulguridae,456
2412,Echinolampadidae,247
2413,Echinometradæ,110
2414,Echinometridae,110
2415,Echinoneidae,248
2416,Echinophallidae,99
2417,Echinophthiriidae,523
2418,Echinoporidae,530
2419,Echinoporidae,622
2420,Echinoptilidae,506
2421,Echinorhinidae,671
2422,Echinorhynchidae,249
2423,Echinostomatidae,530
2424,Echinothambematidae,354
2425,Echinothuridae,251
2426,Echinothuriidae,251
2427,Echinovadomidae,145
2428,Echiuridae,254
2429,Echiurophilidae,200
2430,Ecnomidae,736
2431,Ecphyadophoridae,746
2432,Ectinosomatidae,320
2433,Ectinosomidae,320
2434,Ectobiidae,97
2435,Ectopsocidae,584
2436,Ectyonidae,13
2437,Ectyonillidae,710
2438,Editiidae,550
2439,Edmondiidae,11
2440,Edwardsiidae,8
2441,Eenymeenymyzostomatidae,446
2442,Egorovellidae,446
2443,Eiconaxiidae,216
2444,Eiconaxiopsididae,216
2445,Eirenidae,377
2446,Eirgidae,645
2447,Elachisinidae,390
2448,Elachistidae,372
2449,Elaphonematidae,596
2450,Elapidae,672
2451,Elasipodida incertae sedis,255
2452,Elasmonematidae,740
2453,Elasmosauridae,540
2454,Elassomatidae,758
2455,Elateridae,167
2456,Electridae,145
2457,Electrophoridae,306
2458,Eledonidae,470
2459,Eleginopsidae,507
2460,Eleidae,411
2461,Eleotridae,507
2462,Eleutheriidae,35
2463,Eleutherocarpidae,674
2464,Eleutherodactylidae,39
2465,Eligmidae,492
2466,Elipsocidae,584
2467,Ellipstomatidae,584
2468,Ellisellidae,16
2469,Ellisinidae,145
2470,Ellobiidae,256
2471,Ellopostomatidae,206
2472,Elonidae,690
2473,Elopidae,257
2474,Elpidiidae,255
2475,Elysiidae,255
2476,Elytrophallidae,530
2477,Emarginulidae,370
2478,Emberizidae,499
2479,Embiotocidae,507
2480,Emblandidae,390
2481,Embletoniidae,468
2482,Eminooeciidae,145
2483,Emiratidae,527
2484,Emiratiidae,527
2485,Emmelichthyidae,507
2486,Emmericiidae,390
2487,Empididae,239
2488,Emplectonematidae,427
2489,Emprosthopharyngidae,554
2490,Emydidae,707
2491,Enalloporidae,274
2492,Enantiidae,554
2493,Enchelidiidae,261
2494,Encholaimidae,244
2495,Enchytraeidae,259
2496,Encrinidae,260
2497,Encyclometridae,530
2498,Encyrtidae,346
2499,Endeidae,497
2500,Endeididae,497
2501,Endevouridae,23
2502,Endodontidae,690
2503,Endomyzostomatidae,446
2504,Enenteridae,530
2505,Engraulidae,163
2506,Engraulitrematidae,215
2507,Enicocephalidae,322
2508,Enidae,690
2509,Eniochobothriidae,367
2510,Enoplidae,261
2511,Enoplocotylidae,118
2512,Enoplometopidae,216
2513,Enoplosidae,507
2514,Enoploteuthidae,472
2515,Entalinidae,281
2516,Entalophoridae,203
2517,Enterocolidae,200
2518,Enteroctopodidae,470
2519,Enterognathidae,200
2520,Enteropneusta incertae sedis,2
2521,Enteropsidae,200
2522,Enteroxenidae,390
2523,Entobiidae,200
2524,Entocolacidae,390
2525,Entoconchidae,390
2526,Entocytheridae,550
2527,Entoliidae,501
2528,Entolioidesidae,501
2529,Entomobielziidae,155
2530,Entomobryidae,155
2531,Entomoconchidae,155
2532,Entomolepidae,645
2533,Entomolepididae,645
2534,Entomozoidae,645
2535,Entoniscidae,354
2536,Entophilidae,354
2537,Enypniastidae,255
2538,Eoacmaeidae,255
2539,Eocephalodiscidae,133
2540,Eocypraeidae,390
2541,Eodonidae,121
2542,Eohypsibiidae,498
2543,Eolepadidae,619
2544,Eophasmidae,229
2545,Eophliantidae,23
2546,Eoptychiidae,23
2547,Eoromidae,555
2548,Eosassiidae,390
2549,Eoscaphandridae,130
2550,Eoschizodidae,738
2551,Eoscutellidae,164
2552,Eothuriidae,164
2553,Eotomariidae,545
2554,Epacteriscidae,107
2555,Ephemeridae,263
2556,Ephippidae,507
2557,Ephippodontidae,282
2558,Ephydridae,239
2559,Epialtidae,216
2560,Epidiceratidae,335
2561,Epigonidae,507
2562,Epigridae,390
2563,Epilohmanniidae,616
2564,Epimeniidae,616
2565,Epimeriidae,23
2566,Epinannolenidae,666
2567,Epiphanidae,546
2568,Epiphragmophoridae,690
2569,Epirobiidae,690
2570,Epistomiidae,145
2571,Epitoniidae,145
2572,Epizoanthidae,759
2573,Epsilonematidae,227
2574,Epulotrochidae,740
2575,Eratoidae,390
2576,Erebidae,372
2577,Erebonasteridae,200
2578,Erennidae,643
2579,Erethistidae,637
2580,Ereuniidae,626
2581,Ergasilidae,200
2582,Ergethidae,555
2583,Ericiidae,390
2584,Eridoconchidae,390
2585,Eridotrypellidae,732
2586,Eriopisidae,23
2587,Eriphidae,216
2588,Eriphiidae,216
2589,Eritropidae,12
2590,Ernstillidae,754
2591,Erodonidae,437
2592,Eroonsomidae,555
2593,Erpobdellidae,64
2594,Erugoniidae,738
2595,Erycinidae,282
2596,Eryonidae,216
2597,Erythraeidae,741
2598,Erythrinidae,142
2599,Erythrosquillidae,683
2600,Escarpiidae,756
2601,Escharellidae,145
2602,Escharinidae,145
2603,Escharoporidae,187
2604,Escherbothriidae,600
2605,Eschmeyeridae,626
2606,Eschrichtidae,137
2607,Eschrichtiidae,137
2608,Esocidae,264
2609,Esperellinae,552
2610,Esperiadae,552
2611,Esperiopsidae,552
2612,Esthonioporidae,265
2613,Etherellidae,212
2614,Etheriidae,748
2615,Ethmolaimidae,157
2616,Ethusidae,216
2617,Etmopteridae,671
2618,Euastacidae,216
2619,Eubelidae,354
2620,Eubranchidae,468
2621,Eucalanidae,107
2622,Eucalliacidae,216
2623,Eucalodiidae,690
2624,Euchaetidae,107
2625,Eucharidae,391
2626,Eucheilotidae,377
2627,Euchlanidae,546
2628,Euchloridae,204
2629,Euchondriidae,501
2630,Euciroidae,501
2631,Euclichthyidae,280
2632,Euclichtyidae,280
2633,Eucochlidae,740
2634,Eucodoniidae,35
2635,Euconulidae,690
2636,Eucopidae,377
2637,Eucopiidae,393
2638,Eucotylidae,530
2639,Eucrateidae,145
2640,Eucyclidae,629
2641,Eucycloscalidae,629
2642,Eucytheridae,550
2643,Eudactylinidae,645
2644,Eudaroniidae,629
2645,Eudendriidae,35
2646,Eudesicrinidae,208
2647,Eudigonidae,155
2648,Eudiocrinidae,172
2649,Eudrilidae,182
2650,Eugonatonotidae,216
2651,Euherdmaniidae,42
2652,Euherdmanniidae,42
2653,Eukoeneniidae,496
2654,Eukrohniidae,521
2655,Eulepethidae,526
2656,Eulepidae,526
2657,Eulimidae,390
2658,Eulimnogammaridae,23
2659,Eulophidae,346
2660,Eulotidae,690
2661,Eumedonidae,216
2662,Eumetulidae,216
2663,Eumunididae,216
2664,Eunemopsidae,629
2665,Eunerineidae,629
2666,Eunicicolidae,200
2667,Eunicidae,268
2668,Euniphysidae,268
2669,Euomphalidae,268
2670,Euoplozoidae,145
2671,Eupatagidae,651
2672,Eupatangidae,651
2673,Euphausiidae,269
2674,Euphemitidae,269
2675,Euphrosinidae,21
2676,Euphthiracaridae,616
2677,Euphuridae,468
2678,Euphyllidae,622
2679,Euphylliidae,622
2680,Euplanidae,554
2681,Euplectellidae,399
2682,Euplokamidae,204
2683,Euplokamididae,204
2684,Eupodidae,741
2685,Eupoliadae,326
2686,Eupolidae,326
2687,Eupoliidae,326
2688,Euprimitiidae,326
2689,Eupronoidae,23
2690,Eupyrgidae,422
2691,Euretidae,620
2692,Eurhamphaeidae,391
2693,Euribiidae,586
2694,Euryalidae,271
2695,Eurycercidae,32
2696,Eurychilinidae,
2697,Eurycopidae,354
2698,Eurycydidae,497
2699,Eurydesmatidae,501
2700,Euryleptidae,554
2701,Euryleptidae,554
2702,Euryleptididae,554
2703,Eurymerodesmidae,555
2704,Eurypatagidae,651
2705,Eurypauropodidae,711
2706,Euryperidae,530
2707,Eurypharyngidae,612
2708,Euryphoridae,645
2709,Euryphoridae,645
2710,Euryplacidae,216
2711,Eurypodiidae,216
2712,Euryrhynchidae,216
2713,Eurysquillidae,683
2714,Eurystomellidae,145
2715,Euryteidae,200
2716,Eurytheneidae,23
2717,Euryuridae,555
2718,Euscorpiidae,627
2719,Eusipunculidea,297
2720,Eusiridae,23
2721,Eusmilidae,622
2722,Eusmillidae,622
2723,Eustomatidae,622
2724,Euterpinidae,320
2725,Eutetrarhynchidae,743
2726,Euthyrisellidae,145
2727,Euthyroididae,145
2728,Eutimidae,377
2729,Eutynellidae,555
2730,Evactinoporidae,212
2731,Evermannellidae,84
2732,Eviphididae,415
2733,Evolantiidae,84
2734,Evyanidae,170
2735,Exechonellidae,145
2736,Exochellidae,145
2737,Exocoelactinidae,8
2738,Exocoetidae,91
2739,Exoedicerotidae,23
2740,Exotidendriidae,530
2741,Expanathuridae,354
2742,Fabesporidae,96
2743,Fabidae,354
2744,Fabriciidae,611
2745,Facelinidae,468
2746,Faginidae,155
2747,Fairbankiinae,390
2748,Falcatodontidae,209
2749,Falconidae,272
2750,Falklandellidae,23
2751,Fallaticellidae,23
2752,Falsicingulidae,390
2753,Falsobuvignidae,390
2754,Fanniidae,239
2755,Farciminariidae,145
2756,Farewelliidae,545
2757,Farreidae,620
2758,Farrellidae,190
2759,Fasciculidae,190
2760,Fasciculiporidae,203
2761,Fasciculonemertidae,427
2762,Fascigeridae,203
2763,Fasciolariidae,456
2764,Fasciolidae,530
2765,Fatkullinidae,145
2766,Faubelidae,554
2767,Faujasiidae,164
2768,Faustulidae,530
2769,Fauveliopsidae,705
2770,Fauxulidae,690
2771,Faviidae,622
2772,Favitidae,622
2773,Favorinidae,468
2774,Faxiidae,468
2775,Fecampiidae,273
2776,Fedaiellidae,196
2777,Fellodistomidae,530
2778,Fenestellidae,274
2779,Fenestraliidae,274
2780,Fenestraporidae,274
2781,Fenestrida incertae sedis,274
2782,Fenestrulinidae,145
2783,Ferganoconchida,752
2784,Ferreiraellidae,371
2785,Ferrussacidae,690
2786,Ferrussaciidae,690
2787,Ferussaciidae,690
2788,Ferussinidae,59
2789,Fibulariidae,164
2790,Ficidae,390
2791,Ficulidae,390
2792,Fieldingiidae,620
2793,Figitidae,346
2794,Filariidae,596
2795,Filaroididae,688
2796,Filholiidae,690
2797,Filifera incertae sedis,35
2798,Filiniidae,277
2799,Filisparsidae,203
2800,Fimbriidae,394
2801,Fimbriidae,468
2802,Finellidae,468
2803,Fionidae,468
2804,Firolidae,390
2805,Fissurellidae,370
2806,Fistulariidae,698
2807,Fistuliporidae,212
2808,Flabellidae,622
2809,Flabelligeridae,705
2810,Flabellinidae,468
2811,Flabellinopsidae,468
2812,Flabellotrypidae,203
2813,Flammulinidae,690
2814,Flindersoplacidae,216
2815,Floridobolidae,664
2816,Flosculariidae,277
2817,Flotidae,705
2818,Flustrellidridae,190
2819,Flustridae,145
2820,Fontariidae,555
2821,Fordillidae,279
2822,Forficulidae,224
2823,Formicidae,346
2824,Forskalidae,643
2825,Forskaliidae,643
2826,Fortuyniidae,616
2827,Fossaridae,616
2828,Fosshageniidae,107
2829,Fossulasteridae,164
2830,Foveolariidae,145
2831,Fratiidae,200
2832,Fredericellidae,547
2833,Fregatidae,504
2834,Frejidae,61
2835,Frenulinidae,706
2836,Freyellidae,103
2837,Fridericianellidae,215
2838,Frieleiidae,606
2839,Fringillidae,499
2840,Fritillariidae,174
2841,Frondiporidae,203
2842,Fryeriidae,468
2843,Fuhrmannodesmidae,555
2844,Fundulidae,207
2845,Fungellidae,203
2846,Fungiacyathidae,622
2847,Fungiidae,622
2848,Funiculinidae,506
2849,Fusicellariidae,145
2850,Fusispiridae,145
2851,Fusiturridae,456
2852,Fusivermidae,424
2853,Fustiariidae,223
2854,Gadidae,280
2855,Gadilicolidae,200
2856,Gadilida incertae sedis,281
2857,Gadilidae,281
2858,Gadilinidae,223
2859,Gadiniidae,256
2860,Gafrariidae,752
2861,Gaimardiidae,752
2862,Galapagacaridae,616
2863,Galatheanthemidae,8
2864,Galatheavalvidae,8
2865,Galatheidae,216
2866,Galaxiidae,490
2867,Galaziellidae,33
2868,Galenidae,216
2869,Galeodidae,456
2870,Galeodoliidae,390
2871,Galeommatidae,282
2872,Galeritidae,248
2873,Galeropygidae,248
2874,Galliobatidae,356
2875,Galumnidae,616
2876,Gammaracanthidae,23
2877,Gammarellidae,23
2878,Gammaridae,23
2879,Gammaroporeiidae,23
2880,Ganeriidae,749
2881,Ganeshidae,285
2882,Ganitidae,285
2883,Gardineriidae,622
2884,Garidae,120
2885,Garthopilumnidae,216
2886,Garthopilumnidae,216
2887,Garypidae,582
2888,Gascoignellidae,582
2889,Gaspestriidae,357
2890,Gasteropelecidae,142
2891,Gasteropteridae,130
2892,Gasterosteidae,286
2893,Gastridae,204
2894,Gastrochaenidae,287
2895,Gastrocoptidae,690
2896,Gastrocotylidae,406
2897,Gastrodelphyidae,200
2898,Gastrodontidae,690
2899,Gastrolecithidae,713
2900,Gastropharyngidae,573
2901,Gastropodidae,546
2902,Gastropteridae,130
2903,Gavialidae,183
2904,Gaviidae,289
2905,Gazidae,740
2906,Gebiadae,216
2907,Gecarcinidae,216
2908,Gecarcinucidae,216
2909,Geitodorididae,468
2910,Gelasimidae,216
2911,Gelastocoridae,322
2912,Gelechiidae,372
2913,Gelliadae,318
2914,Gelliidae,318
2915,Geloinidae,752
2916,Gelyellidae,290
2917,Gemelliporellidae,145
2918,Gempylidae,507
2919,Genostomatidae,273
2920,Geodiidae,710
2921,Geoemydidae,707
2922,Geometridae,372
2923,Geomitridae,690
2924,Geopaliducolidae,690
2925,Geophilidae,291
2926,Geoplanidae,737
2927,Georissidae,196
2928,Geotriidae,512
2929,Geotrupidae,167
2930,Gephyrocotylidae,406
2931,Gephyrothuriidae,511
2932,Gephyrothuriidae,511
2933,Gerardidae,759
2934,Gerodiidae,759
2935,Geroiidae,550
2936,Gerreidae,507
2937,Gerridae,322
2938,Gervaisiidae,292
2939,Geryonidae,216
2940,Geryonidae,730
2941,Geryoniidae,383
2942,Ghilaroviidae,155
2943,Gibberichthyidae,678
2944,Gibsonivermidae,530
2945,Gigantactinidae,392
2946,Gigantapseudidae,700
2947,Gigantoporidae,145
2948,Giganturidae,84
2949,Gilquiniidae,743
2950,Ginglymostomatidae,487
2951,Giniphargidae,23
2952,Giraudiidae,23
2953,Girtyporidae,187
2954,Giselinidae,200
2955,Gitolampadids,200
2956,Glacidorbidae,200
2957,Glanditidae,200
2958,Glareolidae,143
2959,Glaucidae,468
2960,Glauconiidae,468
2961,Glauconomidae,752
2962,Glaucosomatidae,507
2963,Glaucostegidae,601
2964,Globicephalidae,137
2965,Globidelphinidae,137
2966,Globiocephalidae,137
2967,Globocornidae,137
2968,Globulariidae,137
2969,Glomeridae,292
2970,Glomeridellidae,292
2971,Glomeridesmidae,293
2972,Glomerididae,292
2973,Glomidae,466
2974,Glossidae,752
2975,Glossiphoniidae,605
2976,Glossodorididae,468
2977,Glossograptidae,300
2978,Glossoscolecidae,182
2979,Glossosomatidae,736
2980,Glyceridae,526
2981,Glycymeridae,61
2982,Glycymerididae,61
2983,Glycyphagidae,616
2984,Glypheidae,216
2985,Glyphiulidae,666
2986,Glyphobothriidae,713
2987,Glyphocrangonidae,216
2988,Glyphocyphidae,110
2989,Glyphopneustidae,110
2990,Glyptarcidae,61
2991,Glypthelminthidae,530
2992,Glypticidae,52
2993,Glyptochitonidae,371
2994,Glyptocidaridae,685
2995,Glyptograpsidae,216
2996,Glyptopleuridae,216
2997,Gnaphosidae,51
2998,Gnathanacanthidae,626
2999,Gnathasteridae,749
3000,Gnathiidae,354
3001,Gnathonii,354
3002,Gnathophausiidae,393
3003,Gnathophyllidae,216
3004,Gnathorhynchidae,597
3005,Gnathostenetroidae,354
3006,Gnathostenetroididae,354
3007,Gnathostomariidae,106
3008,Gnathostomatidae,596
3009,Gnathostomulidae,106
3010,Gnesiocerotidae,554
3011,Gnosonesimidae,554
3012,Gobiesocidae,296
3013,Gobiidae,507
3014,Godzilliidae,450
3015,Goldfussitrypidae,187
3016,Golfingiidae,297
3017,Golovatchiidae,155
3018,Gomphodesmidae,555
3019,Gonactiniidae,8
3020,Gonatidae,472
3021,Gondwanothrichidae,32
3022,Goneplacidae,216
3023,Gongylonematidae,596
3024,Goniadidae,526
3025,Goniaeolididae,468
3026,Goniasmatidae,468
3027,Goniasteridae,749
3028,Gonieolididae,468
3029,Goniocladiidae,212
3030,Goniodorididae,468
3031,Goniopectinidae,500
3032,Goniophoridae,613
3033,Goniophorinidae,444
3034,Goniospiridae,444
3035,Gonocercidae,530
3036,Gonodactylidae,683
3037,Gonorhynchidae,298
3038,Gonorynchidae,298
3039,Gonostomatidae,684
3040,Gonyodiscidae,690
3041,Goodeidae,207
3042,Gordenellidae,207
3043,Gorgocephalidae,530
3044,Gorgoderidae,530
3045,Gorgoleptidae,370
3046,Gorgonellidae,299
3047,Gorgoniidae,16
3048,Gorgonocephalidae,271
3049,Gorgonorhynchidae,326
3050,Gorgorhynchidae,249
3051,Gosseidae,140
3052,Gosseletinidae,545
3053,Gotlandellidae,545
3054,Gotlandochitonidae,634
3055,Gotocotylidae,406
3056,Gourretiidae,216
3057,Graffillidae,597
3058,Grammatidae,507
3059,Grammicolepidae,758
3060,Grammicolepididae,758
3061,Grammistidae,507
3062,Grammysiidae,507
3063,Grampidae,137
3064,Grandipatulidae,690
3065,Grangerellidae,690
3066,Grantiidae,380
3067,Granulinidae,456
3068,Graphididae,456
3069,Grapsidae,216
3070,Graptoloidea incertae sedis,300
3071,Graviidae,300
3072,Grillotiidae,743
3073,Grimalditeuthidae,472
3074,Grimpoteuthidae,470
3075,Gripopterygidae,537
3076,Groeberellidae,738
3077,Gruidae,301
3078,Gruveliidae,468
3079,Gryphaeidae,492
