id,name,order_id
4021,Liriopsidae,354
4022,Lironobidae,390
4023,Lissodiadematidae,230
4024,Lissorchiidae,530
4025,Listrophoridae,616
4026,Lithistida incertae sedis,327
4027,Lithobiidae,386
4028,Lithodidae,216
4029,Lithoglyphidae,390
4030,Lithoglyphulidae,390
4031,Lithoglyptidae,387
4032,Lithoscaptes,216
4033,Lithotelestidae,321
4034,Lithotryidae,619
4035,Litiopidae,619
4036,Litobothriidae,389
4037,Litocheiridae,216
4038,Litocheiridae,216
4039,Littorinidae,390
4040,Livorniellidae,390
4041,Lobata incertae sedis,391
4042,Lobatocerebridae,391
4043,Lobatolampeidae,391
4044,Lobatovitelhovariidae,530
4045,Lobiancoporidae,190
4046,Lobiferidae,190
4047,Lobigeridae,190
4048,Lobonematidae,604
4049,Lobophylliidae,622
4050,Lobophylliidae,622
4051,Lobosoeciidae,203
4052,Lobotidae,507
4053,Lohmanniidae,616
4054,Loimoidae,425
4055,Loliginidae,440
4056,Loligopsidae,472
4057,Lomanotidae,468
4058,Lomidae,216
4059,Lomisidae,216
4060,Lomisinés,216
4061,Lonchopteridae,239
4062,Longidoridae,244
4063,Longipediidae,114
4064,Longosomatidae,662
4065,Lopadorhynchidae,526
4066,Lopadorrhynchidae,526
4067,Lophichthyidae,392
4068,Lophiidae,392
4069,Lophocercinae,392
4070,Lophogastridae,393
4071,Lophopodidae,547
4072,Lophoproctidae,564
4073,Lophospiridae,564
4074,Lophotidae,364
4075,Loricariidae,637
4076,Loricidae,151
4077,Lotidae,280
4078,Lotoriidae,390
4079,Lottidae,390
4080,Lottiidae,390
4081,Louriniidae,320
4082,Lovenellidae,377
4083,Loveniidae,651
4084,Loxoconchidae,550
4085,Loxokalypodidae,550
4086,Loxonematidae,550
4087,Loxosiphonea,75
4088,Loxosiphonidae,75
4089,Loxosomatidae,75
4090,Lubbockiidae,200
4091,Lubomirskiidae,670
4092,Lucernariidae,674
4093,Lucicutiidae,107
4094,Luciellidae,545
4095,Luciferidae,216
4096,Lucinidae,394
4097,Luciobliviidae,23
4098,Luciocephalidae,507
4099,Ludwigothuriidae,339
4100,Luidiidae,500
4101,Lumbricidae,182
4102,Lumbriculidae,395
4103,Lumbrineridae,268
4104,Lunulacardiidae,435
4105,Lunulariidae,145
4106,Lunulitidae,145
4107,Luridae,597
4108,Lusitaniosomatidae,155
4109,Lutetiidae,752
4110,Luteuthidae,470
4111,Lutjanidae,507
4112,Lutodrilidae,182
4113,Luvaridae,507
4114,Lycaeidae,23
4115,Lycaeopsidae,23
4116,Lychnorhizidae,604
4117,Lycodrilidae,319
4118,Lycoridae,526
4119,Lycosidae,51
4120,Lycoteuthidae,472
4121,Lygaeidae,322
4122,Lymnaeidae,322
4123,Lynceidae,360
4124,Lyocyclidae,360
4125,Lyonsiellidae,360
4126,Lyonsiidae,360
4127,Lyreididae,216
4128,Lyroctenidae,535
4129,Lyrodesmatidae,535
4130,Lysaretidae,268
4131,Lysianassidae,23
4132,Lysianassoidea incertae sedis,23
4133,Lysinoidae,690
4134,Lysiosquillidae,683
4135,Lysmatidae,216
4136,Lysogorellidae,216
4137,Lyssacinosida incertae sedis,399
4138,Lytocestidae,125
4139,Mabiaramidae,530
4140,Macandreviidae,706
4141,Macandrewiidae,710
4142,Maccabeidae,636
4143,Macellolophidae,555
4144,Macellomeniidae,555
4145,Macgillivrayiidae,390
4146,Machilidae,55
4147,Machrochelidae,415
4148,Machuellidae,616
4149,Macluritidae,616
4150,Macrobiotidae,498
4151,Macrobothridiidae,235
4152,Macrochaeteumatidae,155
4153,Macrochironidae,200
4154,Macrocyclidae,690
4155,Macrocyprididae,550
4156,Macrodasyida incertae sedis,400
4157,Macrodasyidae,400
4158,Macroderoididae,530
4159,Macrohectopidae,23
4160,Macromaxillocarididae,216
4161,Macrophthalmidae,216
4162,Macropneustidae,651
4163,Macropodiadae,216
4164,Macroporidae,145
4165,Macrorhamphosidae,698
4166,Macrosternodesmidae,555
4167,Macrostomidae,403
4168,Macrostylidae,354
4169,Macrothricidae,32
4170,Macrouridae,280
4171,Macrovalvitrematidae,406
4172,Macrurocyttidae,758
4173,Mactridae,752
4174,Mactromyidae,394
4175,Madrellidae,468
4176,Madreporidae,622
4177,Maeadae,622
4178,Maeandrinidae,622
4179,Maeridae,23
4180,Magapiidae,35
4181,Magelonidae,35
4182,Magilidae,456
4183,Magnapinnidae,472
4184,Maiadae,216
4185,Maikhanellidae,216
4186,Maizaniidae,59
4187,Majidae,216
4188,Makarenkoplacidae,151
4189,Makrostrotidae,200
4190,Malacanthidae,507
4191,Malacobdellidae,427
4192,Malacogorgiidae,16
4193,Malacolepadidae,369
4194,Malaconothridae,616
4195,Malacosteidae,684
4196,Malagazziidae,377
4197,Malapteruridae,637
4198,Malawispongiidae,670
4199,Maldanidae,670
4200,Malleidae,492
4201,Malletidae,466
4202,Malletiidae,466
4203,Mamaiidae,216
4204,Mamilloporidae,145
4205,Mancohedylidae,145
4206,Mandeliidae,468
4207,Mangeliidae,456
4208,Mangonuidae,456
4209,Mangonuiidae,456
4210,Maningrididae,456
4211,Manticulidae,501
4212,Mantridae,200
4213,Manzanellidae,648
4214,Maoraxidae,648
4215,Marcusadoreidae,145
4216,Maretiidae,651
4217,Margarettidae,145
4218,Margaritanidae,748
4219,Margaritariidae,748
4220,Margaritidae,492
4221,Margaritidae,740
4222,Margaritiferidae,748
4223,Margarodidae,322
4224,Margelidae,35
4225,Margelopsidae,35
4226,Marginellidae,456
4227,Marginellonidae,456
4228,Mariametridae,172
4229,Marimermithidae,405
4230,Marshallenidae,456
4231,Maseniidae,530
4232,Mastacembelidae,697
4233,Mastacembilidae,697
4234,Mastigiidae,604
4235,Mastigonodesmidae,555
4236,Mastigophorophyllidae,155
4237,Mastigoteuthidae,472
4238,Matheriidae,472
4239,Mathildellidae,216
4240,Mathildidae,216
4241,Maturifusidae,456
4242,Matutidae,216
4243,Maudheimiidae,616
4244,Maupasinidae,596
4245,Mawatariidae,145
4246,Maxillipiidae,23
4247,Maychellidae,187
4248,Maychellinidae,732
4249,Mazocraeidae,406
4250,Mazoplectidae,406
4251,Meandrinidae,622
4252,Mecistocephalidae,291
4253,Meconematidae,489
4254,Mecynoceridae,107
4255,Mecynodontidae,407
4256,Mecynoeciidae,203
4257,Mecynostomidae,7
4258,Mediaporidae,187
4259,Mediolecithidae,530
4260,Medvedkellidae,187
4261,Meekospiridae,187
4262,Megacalanidae,107
4263,Megachamidae,363
4264,Megachasmidae,363
4265,Megalaimidae,528
4266,Megalanceolidae,23
4267,Megaleledonidae,470
4268,Megalodontidae,407
4269,Megalomastomatidae,59
4270,Megalomycteridae,138
4271,Megaloncidae,406
4272,Megalopidae,257
4273,Megalopidae,216
4274,Megalostomatidae,59
4275,Megalotylidae,155
4276,Megaluropidae,23
4277,Megaluropodidae,23
4278,Megamicrocotylidae,406
4279,Megaperidae,530
4280,Megapneustidae,651
4281,Megapontiidae,645
4282,Megascolecidae,182
4283,Megasolenidae,530
4284,Megaspiridae,690
4285,Megathyrididae,706
4286,Megatrigoniidae,738
4287,Megomphicidae,690
4288,Mehdinematidae,596
4289,Meidiamidae,576
4290,Meiomeniidae,576
4291,Meiopriapulidae,410
4292,Meixnerididae,737
4293,Melamphaidae,678
4294,Melampidae,256
4295,Melanatriidae,256
4296,Melandryidae,167
4297,Melanellidae,390
4298,Melaniidae,390
4299,Melanocetidae,392
4300,Melanodrymiidae,458
4301,Melanoididae,458
4302,Melanonidae,280
4303,Melanopsidae,280
4304,Melanostomiatidae,684
4305,Melanostomiidae,684
4306,Melanotaeniidae,81
4307,Melapiidae,456
4308,Melarhaphidae,390
4309,Melatomidae,456
4310,Melechidae,456
4311,Melibidae,468
4312,Melicertidae,377
4313,Melinidae,492
4314,Melinnacheridae,200
4315,Melithaeidae,16
4316,Melitidae,23
4317,Melitodidae,299
4318,Mellitidae,164
4319,Meloidogynidae,596
4320,Melonechinidae,596
4321,Melongenidae,456
4322,Melphidippidae,23
4323,Melybiidae,216
4324,Melybiidae,216
4325,Melyridae,167
4326,Membracidae,322
4327,Membranicellariidae,145
4328,Membraniporidae,145
4329,Menidae,507
4330,Menippidae,216
4331,Menoponidae,523
4332,Menopygidae,523
4333,Menthidae,582
4334,Merguiidae,216
4335,Meristocotylidae,530
4336,Merliidae,412
4337,Merlucciidae,280
4338,Mermithidae,413
4339,Meropidae,175
4340,Merothripidae,725
4341,Merriidae,390
4342,Mertensiidae,204
4343,Merulinidae,622
4344,Mesaiokeratidae,107
4345,Mesamphisopidae,354
4346,Mesochitonidae,371
4347,Mesocochliopidae,390
4348,Mesocoeliidae,530
4349,Mesodesmatidae,752
4350,Mesogammaridae,23
4351,Mesoglicolidae,200
4352,Mesognathariidae,106
4353,Mesolampropidae,193
4354,Mesometridae,530
4355,Mesomyzostomatidae,446
4356,Mesoniscidae,354
4357,Mesorhabditidae,596
4358,Mesosignidae,354
4359,Mesothuriidae,339
4360,Mesotrypidae,732
4361,Mesoveliidae,322
4362,Messicobolidae,664
4363,Metacerithiidae,664
4364,Metacetabulidae,530
4365,Metacrangonyctidae,23
4366,Metacrobelidae,596
4367,Metahuntemanniidae,320
4368,Metaingolfiellidae,350
4369,Metalanceolidae,23
4370,Metaniidae,670
4371,Metapseudidae,700
4372,Metastrongylida,688
4373,Metastrongylidae,688
4374,Metateratocephalidae,538
4375,Metidae,320
4376,Metopidiotrichidae,155
4377,Metoptomatidae,155
4378,Metrarabdotosidae,145
4379,Metridiidae,107
4380,Metridiidae,8
4381,Metridinidae,107
4382,Metriomphalidae,740
4383,Metrodiridae,661
4384,Metschnikowiidae,670
4385,Mexiceumidae,155
4386,Meyliidae,229
4387,Micheleidae,216
4388,Micrabaciidae,622
4389,Micracanthorhynchinidae,249
4390,Micractaeonidae,690
4391,Micrallectidae,200
4392,Micrasteridae,651
4393,Microbothriidae,425
4394,Microcerberidae,354
4395,Microchaetidae,319
4396,Microcheilinellidae,550
4397,Microcionidae,552
4398,Microcotylidae,406
4399,Microcytheridae,550
4400,Microdajidae,550
4401,Microdesmidae,507
4402,Microdisculidae,507
4403,Microdomatidae,740
4404,Microhedylidae,740
4405,Microhydrulidae,383
4406,Microhypsibiidae,498
4407,Microlaimidae,227
4408,Microlepadidae,369
4409,Microlympiidae,155
4410,Micromphalidae,155
4411,Microniscidae,354
4412,Micropacteridae,450
4413,Microparasellidae,354
4414,Micropezidae,239
4415,Microphallidae,530
4416,Microphasmatidae,23
4417,Microphasmidae,23
4418,Micropilinidae,742
4419,Micropleuridae,596
4420,Micropontiidae,645
4421,Microporellidae,145
4422,Microporidae,145
4423,Microprotopidae,23
4424,Micropygidae,417
4425,Microscaphidiidae,530
4426,Microscinidae,23
4427,Microsolenidae,622
4428,Microstomatidae,62
4429,Microstomidae,242
4430,Microzetidae,616
4431,Microzoanthidae,759
4432,Micruropodidae,23
4433,Mictocarididae,418
4434,Mictosomatidae,354
4435,Mictyridae,216
4436,Milacidae,690
4437,Milleporadae,35
4438,Milleporidae,35
4439,Millotauropodidae,331
4440,Milnesiidae,45
4441,Miltonellidae,45
4442,Mimasteridae,749
4443,Mimetriidae,8
4444,Mimidae,499
4445,Mimilambridae,216
4446,Mimonecteolidae,23
4447,Mimonectidae,23
4448,Mimoscinidae,23
4449,Mimosellidae,190
4450,Minchinellidae,388
4451,Minicheviellidae,388
4452,Miniopteridae,150
4453,Minyadidae,8
4454,Miocidaridae,159
4455,Miraciidae,320
4456,Miramarassidae,23
4457,Mirandotanaidae,700
4458,Mirapinnidae,138
4459,Miridae,322
4459,Miridae,322
4460,Mishulgellidae,732
4461,Misophriidae,420
4462,Misurinellidae,420
4463,Mithracidae,216
4464,Mithrodiae,661
4465,Mithrodiidae,749
4466,Mitridae,456
4467,Mitrocomidae,377
4468,Mitrolumnidae,456
4469,Mitromorphidae,456
4470,Mitsukurinidae,363
4471,Mixodigmatidae,743
4472,Mixolineidae,326
4473,Mixtopeltidae,145
4474,Mnemiidae,391
4475,Mnestiidae,130
4476,Mobulidae,438
4477,Mochlozetidae,616
4478,Mochokidae,637
4479,Modiolarcidae,637
4480,Modiolidae,444
4481,Modiolopsidae,444
4482,Modiomorphidae,421
4483,Modulidae,421
4484,Moerisiidae,35
4485,Mogoplistidae,489
4486,Moinidae,32
4487,Moitessieriidae,390
4488,Moleinidae,596
4489,Molgulidae,681
4490,Molicolidae,743
4491,Molidae,712
4492,Molpadida incertae sedis,422
4493,Molpadiidae,422
4494,Molpadiodemidae,511
4495,Momphidae,372
4496,Monacanthidae,712
4497,Monadeniidae,690
4498,Monaxinoididae,406
4499,Mongoliulidae,356
4500,Monhysteridae,424
4501,Moniligastridae,424
4502,Monilipsolidae,220
4503,Monobrachiidae,383
4504,Monobryozoidae,190
4505,Monobryozoontidae,190
4506,Monocaulidae,35
4507,Monocelididae,576
4508,Monocentridae,94
4508,Monocentridae,94
4509,Monocotylidae,425
4510,Monodactylidae,507
4511,Monodellidae,722
4512,Monodhelminthidae,530
4513,Monodontidae,137
4514,Monognathidae,612
4515,Monograptidae,300
4516,Mononchidae,426
4517,Mononchulidae,426
4518,Monophorasteridae,164
4519,Monoplacophoridae,742
4520,Monopleuridae,335
4521,Monoporellidae,145
4522,Monoposthiidae,227
4523,Monopteriidae,435
4524,Monorchiidae,530
4525,Monorhaphididae,18
4526,Monostomidae,20
4527,Monotidae,501
4528,Monotiopleuridae,501
4529,Monotoplanidae,576
4530,Monphorasteridae,164
4531,Monstrillidae,428
4532,Montacutidae,282
4533,Montanariidae,9
4534,Montastraeidae,622
4535,Montchadskyellidae,429
4536,Monticuliporidae,732
4537,Montlivaltiidae,622
4538,Mopaliidae,151
4539,Mordaciidae,512
4540,Moreauiidae,238
4541,Moreauiidae,238
4542,Moreidae,456
4543,Moridae,280
4544,Moringuidae,28
4545,Morlockiidae,450
4546,Mormonillidae,430
4547,Mormyridae,491
4548,Moronidae,507
4549,Motacillidae,499
4550,Mourellinidae,145
4551,Mucronellidae,145
4552,Mucroplanidae,554
4553,Mugilidae,507
4554,Mulleriidae,748
4555,Mullidae,507
4556,Multicalycidae,74
4557,Multipeniatidae,573
4557,Multipeniatidae,573
4558,Multisparsidae,203
4559,Munididae,216
4560,Munidopsidae,216
4561,Munnidae,354
4562,Munnopsidae,354
4563,Munnopsididae,354
4564,Muraenesocidae,28
4565,Muraenidae,28
4566,Muraenolepididae,280
4567,Murchisonellidae,280
4568,Murchisoniidae,545
4569,Murengoloclemidae,187
4570,Muricidae,456
4571,Muridae,607
4572,Murmaniidae,468
4573,Murrayidae,498
4574,Murrayonidae,433
4575,Muscicapidae,499
4576,Muscidae,239
4577,Musculidae,444
4578,Muselliferidae,140
4579,Muspiceidae,434
4580,Mussidae,622
4581,Mustelicolidae,743
4582,Mustelidae,122
4583,Mutelidae,748
4584,Myacidae,437
4585,Myalinidae,435
4586,Mycalidae,552
4587,Mycetomorphidae,603
4588,Mycetophilidae,239
4589,Mycetopodidae,748
4590,Mycobatidae,616
4591,Myctophidae,436
4592,Mydonomidae,244
4593,Myenchidae,596
4594,Myicolidae,200
4595,Myidae,437
4596,Myliobatidae,438
4597,Mylonchulidae,426
4598,Mymaridae,346
4599,Mymarommatidae,346
4600,Myocastoridae,607
4601,Myochamidae,607
4602,Myodakryotidae,607
4603,Myolaimidae,596
4604,Myoneridae,596
4605,Myophorellidae,738
4606,Myophoricardiidae,121
4607,Myophoriidae,738
4608,Myostomellidae,7
4609,Myriaporidae,145
4610,Myriopathidae,38
4611,Myriothelidae,35
4612,Myriotrochidae,47
4613,Myriozoidae,145
4614,Myrocongridae,28
4615,Myrrhinidae,468
4616,Mysidae,441
4617,Mysidiellidae,435
4618,Mysiidae,752
4619,Mysticellidae,187
4620,Mysticeti incertae sedis,137
4621,Mytilicolidae,200
4622,Mytilidae,444
4623,Mytilinidae,546
4624,Myxasteridae,751
4625,Myxidiidae,96
4626,Myxillidae,552
4627,Myxinidae,445
4628,Myxobilatidae,96
4629,Myxobolidae,96
4630,Myxoproteidae,96
4631,Myzomeniidae,96
4632,Myzostomatidae,446
4633,Myzostomidae,446
4634,Nabidae,322
4635,Nacellidae,322
4636,Nacobbidae,596
4637,Nadinidae,7
4638,Naiaditidae,435
4639,Naididae,319
4640,Najnidae,23
4641,Nakamuranaiadidae,738
4642,Nanaloricidae,447
4643,Nanaspididae,645
4644,Nandidae,507
4645,Nannastacidae,193
4646,Nannolenidae,666
4647,Nannoniscidae,354
4648,Nannopodidae,320
4649,Nannorhynchididae,597
4650,Nannosquillidae,683
4651,Nanophyetidae,530
4652,Nanorchestidae,616
4653,Nanozoanthidae,759
4654,Naobranchiidae,645
4655,Narapidae,319
4656,Narcinidae,727
4657,Naricidae,390
4658,Naricopsinidae,59
4659,Narkidae,727
4660,Nasitrematidae,530
4661,Nassariidae,456
4662,Nassidae,456
4663,Nassopsidae,456
4664,Natalissimidae,501
4665,Natanellidae,190
4666,Naticidae,390
4667,Naticopsidae,196
4668,Nausithoidae,178
4669,Nautilidae,449
4670,Nautilinidae,526
4671,Nautiliniellidae,526
4672,Nautilocorystidae,216
4673,Neaeridae,216
4674,Neaeroporomyidae,216
4675,Neanuridae,216
4676,Nearctodesmidae,555
4677,Nebaliidae,376
4678,Nebaliopsidae,376
4679,Nebaliopsididae,376
4680,Necopinatidae,498
4681,Nectariniidae,499
4682,Nectonematidae,451
4683,Nectonemertidae,562
4684,Nectophyllirhoidae,468
4685,Neilonellidae,466
4686,Neitheidae,501
4687,Nemacheilidae,206
4688,Nemanthidae,8
4689,Nemasomatidae,356
4690,Nemasomidae,356
4691,Nematistiidae,507
4692,Nematocarcinidae,216
4693,Nematogenyidae,637
4694,Nematoplanidae,576
4695,Nematoporidae,187
4696,Nematorhynchidae,597
4697,Nematotrypidae,187
4698,Nematozoniidae,644
4699,Nemertodermatidae,454
4700,Nemichthyidae,28
4701,Nemipteridae,507
4702,Nemopsidae,35
4703,Nenoticidaridae,159
4704,Neoarctidae,67
4705,Neoatractosomatidae,155
4706,Neoaxiidae,216
4707,Neobalaenidae,137
4708,Neobisiidae,582
4709,Neobrachylepadidae,635
4710,Neobradyidae,320
4711,Neocalceostomatidae,215
4712,Neocambrisomatidae,155
4713,Neocentrophyidae,341
4714,Neoceratiidae,392
4715,Neoceratodontidae,134
4716,Neocyclotidae,59
4717,Neocytheridae,550
4718,Neocytherideidae,550
4719,Neocytherideididae,550
4720,Neodasyidae,140
4721,Neodiplogasteridae,596
4722,Neodiplogastridae,596
4723,Neodrepanellidae,596
4724,Neoechinorhynchidae,455
4725,Neoglobatoridae,248
4726,Neogosseidae,140
4727,Neolampadidae,126
4728,Neolepetopsidae,126
4729,Neoleptonidae,752
4730,Neomegamphopidae,23
4731,Neomeniidae,23
4732,Neomiodontidae,655
4733,Neommatocarcinidae,216
4734,Neommatocarcinidae,216
4735,Neomorphasteridae,278
4736,Neomphalidae,458
4737,Neoniphargidae,23
4738,Neopeltidae,710
4739,Neopilinidae,742
4740,Neopronocephalidae,530
4741,Neoscopelidae,436
4742,Neosebastidae,626
4743,Neostromboidae,390
4744,Neostygarctidae,67
4745,Neotanaidae,700
4746,Neotetraonchidae,215
4747,Neoteuthidae,472
4748,Neothoracocotylidae,406
4749,Neothricidae,32
4750,Neotonchidae,157
4751,Neotylenchidae,596
4752,Neoulrichiidae,596
4753,Neoverrucidae,635
4753,Neoverrucidae,635
4754,Neozoanthidae,759
4755,Nephropidae,216
4756,Nephroporidae,145
4757,Nephtheidae,16
4758,Nephtyidae,526
4759,Nepticulidae,372
4760,Neptuneidae,456
4761,Nereicolidae,200
4762,Nereidae,526
4763,Nereididae,526
4764,Neridomidae,196
4765,Nerillidae,196
4766,Nerineidae,196
4767,Nerinellidae,196
4768,Neritariidae,196
4769,Neritidae,196
4770,Neritiliidae,196
4771,Neritopsidae,196
4772,Nerrhenidae,4
4773,Nesticidae,51
4774,Nettastomatidae,28
4775,Nettastomidae,28
4776,Nettorhynchidae,566
4777,Nevadneidae,8
4778,Newnesiidae,130
4779,Newtoniellidae,130
4780,Nexilidae,737
4781,Nezamysliidae,737
4782,Nicklesoporidae,187
4783,Nicothoidae,645
4784,Nidaliidae,16
4785,Nierstraszellidae,371
4786,Nihotungidae,23
4787,Nikiforovellidae,187
4788,Niobiidae,35
4789,Niphargidae,23
4790,Niphatidae,318
4791,Niponiellidae,555
4792,Niponiosomatidae,155
4793,Nippononaiidae,738
4794,Nipponostenoporidae,732
4795,Nippotaeniidae,461
4796,Niveotanaidae,700
4797,Noctuidae,372
4798,Nodellidae,372
4799,Nododelphinulidae,740
4800,Nodophilomedidae,740
4801,Noetiidae,61
4802,Nolellidae,190
4802,Nolellidae,190
4803,Nollelidae,190
4804,Nomeidae,507
4805,Nonacteoninidae,507
4806,Nordiidae,244
4807,Normanellidae,320
4808,Normanichthyidae,626
4809,Normanichtyidae,626
4810,Norvallidae,137
4811,Nossidae,468
4812,Notacanthidae,462
4813,Notaeolidiidae,468
4814,Notenteridae,273
4815,Nothobranchiidae,207
4816,Nothridae,616
4817,Notobranchaeidae,586
4818,Notocarididae,589
4819,Notocheiridae,81
4820,Notocirridae,554
4821,Notocomplanidae,554
4822,Notocotylidae,530
4823,Notocrinidae,172
4824,Notodelphyidae,200
4825,Notodiaphanidae,130
4826,Notodorididae,468
4827,Notodromadidae,550
4828,Notograptidae,507
4829,Notomeniidae,507
4830,Notommatidae,546
4831,Notonycidae,216
4832,Notophycidae,526
4833,Notoplanidae,554
4834,Notoporidae,530
4835,Notopteridae,491
4836,Notopterygia,216
4837,Notosariidae,606
4838,Notosudidae,84
4839,Nototanaidae,700
4840,Nototheniidae,507
4841,Nototrichidae,32
4842,Novocriniidae,320
4843,Nucellicolidae,200
4844,Nucellidae,456
4845,Nucinellidae,648
4846,Nucleolitidae,648
4847,Nuculanidae,466
4848,Nucularcidae,12
4849,Nuculidae,467
4850,Nudacotylidae,530
4851,Nudymiellidae,187
4851,Nudymiellidae,187
4852,Nuitrematidae,530
4853,Nullosetigeridae,107
4854,Numbakullidae,700
4855,Nuuanuidae,23
4856,Nyassidae,9
4857,Nybeliniidae,743
4858,Nyctilochidae,390
4859,Nygellidae,244
4860,Nygolaimellidae,244
4861,Nygolaimidae,244
4862,Nymphalidae,372
4863,Nymphatelinidae,439
4864,Nymphonidae,497
4865,Nystiellidae,497
4866,Obelidae,377
4867,Obisiidae,582
4868,Obolidae,384
4869,Obtortionidae,384
4870,Ocadiatrematidae,530
4871,Occirheneidae,690
4872,Oceanapiidae,318
4873,Oceaniidae,35
4874,Oceanitidae,572
4875,Ochlesidae,23
4876,Ochmazochitonidae,151
4877,Ochridiidae,538
4878,Ochteridae,322
4879,Ocnerodrilidae,319
4880,Octacnemidae,517
4881,Octineonidae,8
4882,Octocannidae,377
4883,Octocannoididae,377
4884,Octochaetidae,319
4885,Octolabeidae,406
4886,Octomacridae,406
4887,Octopicolidae,200
4888,Octopodidae,470
4889,Octopoteuthidae,472
4890,Oculinidae,622
4891,Ocypodidae,216
4892,Ocyroidae,391
4893,Ocyropsidae,391
4894,Ocythoidae,470
4895,Odacidae,507
4896,Odiidae,23
4897,Odobenidae,122
4898,Odontaspididae,363
4899,Odontasteridae,749
4900,Odontobutidae,507
4901,Odontoceti incertae sedis,137
4902,Odontocycladidae,690
4903,Odontodactylidae,683
4904,Odontolaimidae,739
4905,Odontopharyngidae,596
4906,Odontopygidae,666
4907,Odontostomidae,690
4908,Oecophoridae,372
4909,Oedemeridae,167
4910,Oedicerotidae,23
4911,Oenonidae,268
4912,Oepikellidae,268
4913,Oepikiidae,268
4914,Oerstediidae,427
4915,Ogcocephalidae,392
4916,Ogyrididae,216
4917,Ohiocarididae,57
4918,Ohridiidae,538
4919,Oikopleuridae,174
4920,Oithonidae,200
4921,Okadaiidae,468
4922,Okeanobatidae,356
4923,Okeniidae,468
4924,Oleacinidae,690
4925,Oleidae,690
4926,Olibrinidae,354
4927,Oligobrachiidae,79
4928,Oligopygidae,164
4929,Olindiadae,383
4930,Olindiadidae,383
4931,Olindiasidae,383
4932,Olindididae,383
4933,Olindiidae,383
4934,Olingechitonidae,383
4935,Olivancillariidae,456
4936,Olivellidae,456
4937,Olividae,456
4938,Ologamasidae,415
4939,Olpiidae,582
4940,Olygyridae,196
4941,Olyridae,637
4942,Omalaxidae,637
4943,Omalogyridae,637
4944,Omaniidae,322
4945,Ommastrephidae,472
4946,Ommatogammaridae,23
4947,Omniglyptidae,223
4948,Omosudidae,84
4949,Omphalocirridae,84
4950,Omphalotrochidae,84
4951,Oncaeidae,200
4952,Onceroxenidae,200
4953,Onchidellidae,699
4954,Onchidiidae,699
4955,Onchidinidae,699
4956,Onchidorididae,468
4957,Onchobothriidae,474
4958,Onchocercidae,596
4959,Oncholaimidae,261
4960,Oncholaimoidea incertae sedis,261
4961,Onchulidae,739
4962,Oncinolabidae,47
4963,Oncinopodidae,216
4964,Oncobothriidae,713
4965,Oncophoridae,752
4966,Oncousoeciidae,203
4967,Oneirodidae,392
4968,Oniscidae,354
4969,Oniscidea incertae sedis,354
4970,Oniscodesmidae,555
4971,Onomatoplanidae,555
4972,Onomeridae,292
4973,Onomerididae,292
4974,Onuphidae,268
4975,Onustidae,390
4976,Onychelidae,664
4977,Onychiuridae,664
4978,Onychocellidae,145
4979,Onychochilidae,145
4980,Onychognathiidae,106
4981,Onychoteuthidae,472
4982,Oocorythidae,390
4983,Ooegyrodactylidae,309
4984,Oogyrodactylidae,309
4985,Oopeltidae,690
4986,Opecoelidae,530
4987,Operculatinae,747
4988,Opheliidae,747
4989,Ophiacanthida incertae sedis,477
4990,Ophiacanthidae,477
4991,Ophiactidae,19
4992,Ophichthidae,28
4993,Ophidiasteridae,749
4994,Ophidiidae,478
4995,Ophiernidae,479
4996,Ophiletidae,479
4997,Ophiobyrsidae,477
4998,Ophiocamacidae,477
4999,Ophiocanopidae,477
5000,Ophiochitonidae,477
5001,Ophiocomidae,477
5002,Ophiodermatidae,477
5003,Ophiohelidae,480
5004,Ophiolepidae,482
5005,Ophiolepididae,19
5006,Ophioleucidae,479
5007,Ophiomusaidae,482
5008,Ophiomusina incertae sedis,482
5009,Ophiomycetidae,480
5010,Ophiomyxidae,477
5011,Ophionereidae,19
5012,Ophionereididae,19
5013,Ophiopezidae,477
5014,Ophiopholidae,19
5015,Ophiopsilidae,19
5016,Ophiopteridae,477
5017,Ophiopyrgidae,482
5018,Ophioscolecidae,480
5019,Ophiosphalmidae,482
5020,Ophiothamnidae,19
5021,Ophiotomidae,477
5022,Ophiotretidae,477
5023,Ophiotrichidae,19
5024,Ophiuridae,482
5025,Ophiurina incertae sedis,482
5026,Ophryoxidae,32
5027,Ophthalmapseudidae,700
5028,Ophthalmidae,130
5029,Opisidae,23
5030,Opisotretidae,555
5031,Opisthobursidae,737
5032,Opisthocheiridae,155
5033,Opisthogeniidae,554
5034,Opisthogonoporidae,530
5035,Opistholebetidae,530
5036,Opisthonematidae,530
5037,Opisthopondae,530
5038,Opisthoporidae,530
5039,Opisthoproctidae,62
5040,Opisthorchiidae,530
5041,Opisthoteuthidae,470
5042,Opisthotrematidae,530
5043,Opistocystidae,319
5044,Opistognathidae,507
5045,Oplegnathidae,507
5046,Oplophoridae,216
5047,Opomyzidae,239
5047,Opomyzidae,239
5048,Oppiidae,616
5049,Oractiidae,8
5050,Orbicellidae,622
5051,Orbignyoporidae,190
5052,Orbiniidae,190
5053,Orbiporidae,732
5054,Orbitestellidae,732
5055,Orbituliporidae,145
5056,Orcadae,137
5057,Orcaelidae,137
5058,Orcaellidae,137
5059,Orchistomatidae,377
5060,Orchistomidae,377
5061,Orcofabellidae,377
5062,Orculidae,690
5063,Ordovizonidae,690
5064,Oreasteridae,749
